ID	Primary_classification	Class	sMLH_GenomeWide	sMLH_Chr1	sMLH_Chr2	sMLH_Chr3	sMLH_Chr4	sMLH_Chr5	sMLH_Chr6	sMLH_Chr7	sMLH_Chr8	sMLH_Chr9	sMLH_Chr10	sMLH_Chr11	sMLH_Chr12	sMLH_Chr13	sMLH_Chr14	sMLH_Chr15	sMLH_Chr16	sMLH_Chr17
ES3289	Secondary_bacterial_infection	Case	0.936338246	1.01525830625461	0.888554643064061	1.03893024638989	1.02420169760275	0.965906421728439	0.664220051244871	0.918180689194294	1.00098299788009	0.590649213451284	0.719917789522311	0.865497916938517	1.08999561662176	0.941326327578468	1.10618570296187	0.853904166906571	0.78050832076234	0.802360163600484
ES2695	Protozoa	Case	0.936112012	0.949304829663232	1.0445813675029	0.788575365418333	1.06574302035682	1.02056638333919	0.75301604122354	1.02125328189078	0.744003218359082	0.771243127008982	0.91686309074497	0.597840441541877	0.669097350427242	1.14843579272494	1.03475662844749	0.978849911459964	0.830134080920756	1.01522750498223
ES3347	Protozoa	Case	1.073125392	1.38471274412842	0.954485451265399	1.2540438454084	1.18365827450849	0.976790904587198	1.06958319568538	1.11519010982919	0.751043641588942	1.13322972733621	1.16839672199734	0.969920952498592	1.18049827587152	1.19974434439999	0.964297689136469	1.2818114858567	1.0190918082585	1.00365238202682
ES2956	Trauma	Control	0.957212427	0.325241202327532	1.1049585242264	1.0798085149054	0.843347426502144	0.95562079290097	0.97282503313152	0.80801123502881	0.945420384768022	1.10351578376285	1.21408640945524	1.00719330741856	0.908994504116325	0.771916350046217	1.02625055141121	0.951828345024945	0.861930955991425	0.838563837031573
ES2816	Trauma	Control	1.035494192	0.986202911093031	0.886450878975199	0.989248530660892	1.20976243808934	0.95466981785966	0.933571908166702	0.877913981690674	0.783323389010657	1.0815537911069	0.973569778861802	1.00998250646039	1.00476820372059	0.786589462719121	1.26275957351792	1.04759770917974	1.12155013841227	1.18188271171889
ES2667	Malnutrition	Control	1.016106851	1.53622910955506	1.06374609512022	1.13553931443736	0.956817310720336	0.938797539196282	0.852022692949653	0.91172947854721	1.05931686856999	1.00410251459376	1.36024466526884	1.08459709785993	0.970201271320215	1.25144147872148	0.918841751330633	0.935667991302288	0.926273568227056	1.0001879695973
ES3307	Otostrongylis	Case	1.022255194	0.894562167794797	0.899788871796436	0.848944445211745	1.09617793442351	1.11864150746536	1.11140961641601	1.0641227167831	0.903176395052227	0.831953785633875	0.797947151319834	1.06106025191127	1.20959774540528	1.02128284353137	0.996403072660331	0.681921122575866	0.964772288736011	1.10234675406022
ES3335	Otostrongylis	Case	0.948625517	0.643387827330963	0.808668421023667	0.984038783030297	0.962288023211508	0.812655197908073	0.933088882467244	1.07497529973174	0.940575298802537	1.00045176917357	0.899063181361118	0.939458211823123	0.981033307848011	1.03155651887767	0.864341760086167	1.07320688782096	0.932516705279693	1.029629527433
ES2906	Otostrongylis	Case	0.987153658	0.574898748409682	0.903201171017937	0.874324460631194	0.966483297074419	1.20254340847769	0.756729519382395	0.898110004437655	1.04890899550763	1.04976226723416	0.960559605287994	1.09818694664246	1.02771594548255	1.00948005988252	1.06189454219557	0.828928899827852	1.20345982128717	1.15904271744924
ES2913	Otostrongylis	Case	0.948472253	1.31067901164026	0.600987090286516	0.981023810572502	0.908895199896971	1.25670414468337	0.967408247830062	0.888932557528498	1.00899019282597	0.984340804737489	0.733940090588281	1.16389865185092	0.763858099100967	1.07143866662582	0.855430820162237	1.08838525924112	1.14169958076825	0.992771785051156
ES2741	Congenital_defect	Control	1.048138855	0.892962873824228	0.900884244429858	0.961793521734483	0.946611752330746	0.990828309994883	1.10114187429855	0.974039816756729	0.905548893944001	0.921634414444229	0.894245297615557	1.01419347395206	1.19888713150511	0.953930633994247	0.946466095633292	0.978112752232627	1.06860821250175	1.11792429602616
ES3157	Malnutrition	Control	0.963907155	0.371678510044877	1.08753611470081	0.884603433465745	0.993296160362163	0.976849778616524	1.02522633125421	0.805926404621521	1.05018782816456	0.839061494286328	0.891947106150806	1.13862747209554	1.10507493691968	0.714961106398926	0.909351389066608	0.744087651204836	0.792501954927878	0.96658283739185
ES2551	Trauma	Control	0.956224549	0.539520981870655	0.945997629148913	1.26155539878379	0.877290323364214	0.998181554189771	0.831226318089297	0.882172357116105	0.978320789319961	1.12186705087028	0.915934668526863	0.960026230605891	0.738383215962785	0.947288074587526	0.826797380040179	0.700724580080383	0.908471406165344	1.03568065680858
ES2774	Secondary_bacterial_infection	Case	0.970309018	0.89310241390452	0.82142526918208	0.939465966982928	0.962071347612866	0.889515891216338	1.10706829001605	1.10281305853155	1.01339371083235	1.07293204667257	1.01291860803403	0.731128924551002	0.933852513585619	0.853615584755487	0.947437631634276	1.09501752427805	0.993927847218286	0.996513587570552
ES2599	Secondary_bacterial_infection	Case	1.033158456	0.517362301680353	0.986563310502621	1.0148795653583	1.09397281147089	1.11270512396826	0.984749372194256	0.877337153905459	1.30659931603984	0.906770783198363	0.827335779446296	0.980766706329901	0.955882539139005	1.22234820695625	1.1925100442739	1.18145335153366	0.940754355862882	0.936208433869564
ES2855	Malnutrition	Control	1.014636867	0.921703895305136	1.18883632953664	1.3654747812092	0.990842041281618	0.950593081537866	1.16724032751154	1.05410041579966	0.912407780467953	1.08331104615513	1.15816266584824	0.974278111420523	0.951219484372609	1.02663346655764	0.952659403814891	0.911431676864289	1.01822104371414	1.11500737814351
ES2690	Secondary_bacterial_infection	Case	0.996910244	1.23480067519513	0.815612858224526	1.03067011859117	0.977465281391142	0.672163418257497	1.13681265769464	1.05968274876058	1.1015027001726	1.03577453866106	0.744552713654125	1.15254441752741	0.881255660201032	0.898394872057196	1.03384409233908	1.06503558801455	0.893553550658864	1.15667653332091
ES2887	Malnutrition	Control	0.976985806	1.04716327559615	1.09306224458747	1.01232386673153	0.994004250444223	0.787776425281792	1.07200792026176	0.932681705605383	0.959731926579255	0.754900901593541	0.91170876087521	1.05112977235198	0.81249331269785	1.08208069992008	0.979917037426249	1.08502628894848	1.08908467519833	1.0847914737725
ES3223	Congenital_defect	Control	1.04780379	1.24554654516757	1.24551025427783	1.05608619465261	0.937096121525926	0.899307730685293	0.941962564065681	1.13512203018956	0.978387245600671	1.1285448138969	0.829870532422738	1.18407098081857	1.11163133756007	0.918168453706102	1.18795486946631	1.02074963655252	0.885395224272622	1.20972745720455
ES2895	Otostrongylis	Case	1.048615477	0.879897188183906	1.1764765168835	1.13082812083016	1.06799970087444	0.825436386907273	0.917711577697542	0.950976924308087	1.0904152937299	1.32511869135973	1.13696145464726	0.981097235578891	0.977670165543684	1.08223386442761	1.09683519426418	1.05291069452219	0.941957770789482	1.07822122152732
ES3019	Secondary_bacterial_infection	Case	0.939082355	1.47279403861073	0.989249339737553	0.898726443196834	0.843213424371449	0.701397568767485	0.928686856984103	0.890984852480475	0.791154955413707	1.13860118184123	0.702144670717653	1.01557411122595	1.20438202575708	0.967456763447517	0.912080797587823	1.07995206048231	0.83259020645502	1.04770930843867
ES3230	Primary_bacterial_infection	Case	1.002823758	1.11971150455515	1.18739013403635	0.910503237674256	1.16171768321381	1.06414522957032	1.1014062361982	0.900450443157759	1.22022225384164	0.91698193607098	0.853996341976788	1.02322908182957	1.03603981578744	1.06012440505093	1.01094548835845	0.642185710073357	0.874518428294452	0.940788642405741
ES2554	Trauma	Control	0.99841083	1.03355068778551	0.859594676032699	1.10702265531621	0.842049720273846	0.919739226773563	0.939144337419095	1.01577595358323	0.992240018240913	1.25109907603225	1.0059488377994	0.754834583101843	0.980657128919773	1.03619593249157	0.888589513988281	1.16713207662598	0.957122355433598	0.97506913840865
ES3287	Otostrongylis	Case	0.920628114	1.24530856446948	0.803062673919744	0.840746432470564	0.760180578925137	0.777394097003685	0.899929959572315	1.01681157460688	0.914111481967	0.928189515770414	1.01209037705106	0.966372462235992	0.784397951968117	1.05166443851273	0.977530011896469	1.07324438828932	0.731735821141663	0.943562761284838
ES2589	Otostrongylis	Case	0.944136627	1.19186643914434	0.859136678395199	0.735421340083701	0.894923395288218	0.972341617896309	0.918408179542949	0.979592796794048	1.03843932945559	0.844901971195199	1.21263492527537	0.759424794346482	0.969067120388104	1.03852697285493	0.790861765467305	1.28166452449372	1.18410736801584	0.916300348015907
ES2955	Otostrongylis	Case	1.176461229	1.0720072714575	1.36252351699938	1.21140461547522	1.26811374878379	1.19569539853104	1.16621401099027	1.46052036571281	1.27757623942241	1.10236361158955	1.00196448492196	1.00729291860291	1.17744180160819	1.26492351895706	1.44120239379199	1.19466518514245	1.29368731776909	1.18790050102703
ES3150	Malnutrition	Control	0.98582501	1.40190270531994	1.10777586747783	1.09658002305988	1.07617034801333	0.968587895750837	0.665685822670525	1.01905043256707	0.857707056321318	1.12744627056736	1.14558469467466	0.890439737157305	0.832202768057967	1.18363734537543	0.782729651356729	0.985482011156067	1.0085354122392	0.8329784702058
ES3154	Malnutrition	Control	0.995171546	1.18116359666449	1.13859174239271	1.04822060389762	1.11374730847787	0.807099145873896	1.02639252419518	0.847636490227159	0.79632576810598	1.03560015975295	0.943119825396089	1.00383854967859	1.15322722338377	1.09996347777671	1.0367249088572	0.95726075767473	0.856424947067317	0.841778336880562
ES2948	Otostrongylis	Case	1.032073098	1.1900956703969	1.13272500765441	0.851288563847808	1.06973505846946	1.04651435753282	0.96093880632576	0.995262090453284	1.16513133778552	0.986099137455493	1.041967352566	1.18841156519862	1.22650267475332	0.751123553818347	1.12617336659539	0.970809270400063	1.01922259383499	1.0589940740841
ES2735	Malnutrition	Control	0.934887941	0.549591789954529	0.928655765312351	0.961241283492771	1.02094202784125	0.802103359633124	0.964698349789561	0.950915266045552	0.956229432379186	1.02632898371903	0.815116945484015	0.716313874125996	0.800158090954342	0.964577692660298	0.719611276529723	0.91101171642745	1.09659327330255	0.781736962918529
ES3314	Otostrongylis	Case	0.879542025	0.786070298087014	1.00987373163994	0.780882244505888	0.912366593750831	1.06126203711354	0.879110978450968	0.946507671251915	0.976188911740674	0.78650745128541	0.9318698159287	0.862865868177312	0.880271799181167	1.00431054076077	0.744436893254702	0.861950298675002	0.903062055274928	0.68426704399582
ES2845	Otostrongylis	Case	1.073441074	0.643033112948862	0.946084650695261	0.992946274363823	0.954085381777886	1.21647548192677	1.42616189411454	1.41078902531968	1.2571921262643	1.11765425104324	0.992106409439657	1.19826609920042	0.89374250453637	0.889649022111686	1.22348537070712	1.07093223247514	1.00150864263859	1.23990579638202
ES2952	Otostrongylis	Case	0.984009981	0.605374319197375	0.887825125773123	0.925608501014769	1.00986781718774	0.982614128461134	1.02689030747514	0.931223992209358	0.916537967001736	0.866519772047301	0.646659697668135	1.15597336694258	0.854740294426947	1.01893544026018	1.19104353596379	1.0887755704169	1.21929941972831	1.00940909579511
ES3159	Secondary_bacterial_infection	Case	0.988487448	0.371483480874174	0.921448314736725	0.86440624047737	0.841355445613036	1.17967977231297	0.750906249554597	1.04923063847113	1.0106661663738	1.05955020659262	0.771172612590598	0.913182917637723	0.951599433441646	0.990003797075453	0.983320239828065	0.902155143504714	1.00727417775643	1.20530841354768
ES2865	Malnutrition	Control	0.970993534	1.74014328202089	0.97885142586099	1.10442542095093	0.825095348569265	0.994427303182266	0.945053480649975	0.786374520554429	0.932263985866899	1.08059616015263	0.930564556976802	1.08519121397614	1.14022184158506	0.745470668789437	0.881356186909366	1.27740296780957	0.752880495088927	0.992109580280446
ES2954	Otostrongylis	Case	0.933495456	1.23797945661313	1.02460387708661	0.569082155359308	1.06392766616509	1.070181853278	1.00654631492287	1.07267877667657	1.16467853040921	0.881321442742626	1.06355230083161	0.91414421692911	0.980774882106509	0.850337544682051	0.991795004633009	0.974128479600937	0.802806406421221	1.02006385573905
ES2698	Otostrongylis	Case	1.048618472	0.702466390190946	0.894587297409957	1.18347692400815	0.933325833743348	0.99579896993483	1.29843904441223	1.03318769247317	0.692405952172142	1.12802555040387	1.45549852396919	1.03832264299929	0.956767953448813	0.904257663657338	1.17597166021381	0.769105854210778	1.16727524553394	0.905910264876139
ES3060	Congenital_defect	Control	0.91635403	1.33678399165597	0.862112495168461	0.949420500609334	1.03339668804383	1.16046825538808	0.910171841607317	0.76593897537906	0.936272073369486	0.809338848110103	1.13275723440561	0.883277526463188	0.955132503863984	0.671390602272477	0.941670983187324	0.847236481630904	1.05155634564158	0.926330542659054
ES3358	Otostrongylis	Case	1.220377997	0.775286374378882	1.36906921994936	1.13747206750385	1.25064282697381	1.21462392389587	1.19752210846574	1.31566484019553	1.2724417185045	1.30590658721644	1.49347710294714	1.22191132411746	1.22691057188791	1.26247089904033	1.27339953517462	1.34394668875685	1.1882809848186	1.13767476227682
ES2857	Congenital_defect	Control	0.997487983	0.31569228951402	1.12446171545004	0.962756948399425	1.03260615346897	1.08450626780822	1.20113523354402	1.02920078969191	0.889194472811935	0.873393561906256	1.02358662779344	1.0625141641457	0.969632727375985	0.926537983452809	0.986781655127523	1.08140554539764	0.923212069122109	1.07590181395283
ES2763	Congenital_defect	Control	1.069188396	1.30165484907974	1.06337963588644	1.13582040740276	0.981702628224007	1.10866625990801	1.09191236749973	1.13236811558469	1.16640629820246	1.07109871256599	1.05824631170377	0.953791747746234	0.842170122043682	1.31994793713237	1.11539488407908	1.07864256832493	1.27338050015838	0.953503331190796
ES2782	Secondary_bacterial_infection	Case	1.245397109	0.973037041163539	1.2986395911892	1.17355177433878	1.19398872394041	1.29738153651141	1.43775084762685	1.44951261017264	1.22158109487428	1.30656767967301	1.42907119265091	1.26063996862667	1.3358615645779	1.24195813536756	1.22702171903803	1.36006642659346	1.53293321684454	1.10388350544796
ES2910	Otostrongylis	Case	1.089323287	1.52026225332228	1.16095287377534	1.06733197815331	1.17943522907089	1.1717761849517	0.853983552348944	1.05704434047086	1.00473604846226	1.40560629130206	1.14884129140203	0.739653516328662	1.19154596480654	0.942226945668022	1.15712192139015	1.33136284413968	0.865673789755844	1.11913143774445
ES3252	Secondary_bacterial_infection	Case	0.966816965	0.0783344451734701	0.889048716408707	1.16092920328274	0.873802734351033	0.742391600951777	1.01360580853583	0.880331603243306	0.965537808469504	0.879298349663837	1.01115446452115	1.05666575602793	0.797621927326042	0.921241160921113	1.15912072295788	0.941995457865536	1.00830277961317	0.93077583904623
ES3011	Trauma	Control	1.047170742	1.37305902779899	1.13568951080703	1.19240116200573	1.03069477149956	0.959826857639441	1.15289675241734	1.24941741178299	1.11443566952572	1.08854930036879	1.10642416075594	0.85060965579877	1.06431830274171	1.01586341900987	0.96998649749587	1.05773392955899	0.87242003842092	0.778514805656217
ES2766	Malnutrition	Control	0.973071003	1.56005523103373	0.976788066696043	0.8344112993492	0.750113962483494	0.824145538112211	0.89788172509317	1.02196837700911	0.902668109456278	0.723475483049135	0.826949787032394	1.15995662159435	0.91303774498123	1.05275986780558	1.09398538891479	1.0963893938247	1.07811495622187	1.03533413427055
ES2771	Malnutrition	Control	0.906412003	0.696971311331126	0.671558617143019	1.080797600688	0.870995649482202	1.07400491094598	1.13556775947777	1.02503664003307	0.971970112420617	0.778804576659704	0.660616734775734	0.858841400561156	1.10815236346869	0.87083775340271	0.693404550881937	0.880670752191689	0.869397622088288	0.773119019037718
ES2915	Otostrongylis	Case	0.942672398	0.841687598134054	1.02946795482651	0.674178976154966	1.00386749537838	1.14708517269098	0.95074750701703	0.836100079656981	1.14361608349792	0.989459292070691	1.02156356589251	0.989836583893529	0.9961734633279	0.976512350461543	0.861753793132857	1.0976090929561	0.955310383168923	0.948496106083699
ES3283	Malnutrition	Control	0.996022358	1.36954516531328	0.718159558014913	0.912759578599811	1.04500677543807	1.2865150550295	0.946261265941308	0.743963657040924	1.12705763997336	1.19828548977968	0.89808928332413	1.0817516514801	0.868430503780565	0.988702645328583	1.04413610856516	0.935896218766085	1.03000794164855	0.738168748660647
ES3351	Secondary_bacterial_infection	Case	0.926280053	0.199153300213505	0.905595864544468	0.910737108854623	0.997618832219342	0.943168395048147	0.980822781377651	0.908288920541282	1.07827860317114	0.87250220152415	1.00731939617648	0.702593987283793	0.96237892030988	0.85175833666767	1.05402303621755	0.743087393911009	0.971816653359854	0.963651833078298
ES2713	Malnutrition	Control	1.136617107	0.874279695619483	1.20253065072889	1.17895776944117	1.15108626538504	0.982877912083133	1.21194426560998	1.2166962175325	1.08826309254401	1.13490776180952	1.25105276747168	1.1993681332479	1.19393623797924	1.12744256960169	1.05580704974165	1.05312146720974	1.44663698053637	1.07587533976479
ES2946	Otostrongylis	Case	1.004310382	1.26643922969662	0.907869010363579	1.02919295383092	1.00337200080173	1.11332806482827	1.19502653851493	1.05450708526319	1.22205215354241	0.954653968503702	0.744520364125643	1.089581867185	1.14530660825486	0.614117218525917	1.00239469652454	0.953936643882189	1.12467976726293	1.12731656496099
ES3368	Otostrongylis	Case	0.978981592	0.888503295033562	0.90761489898961	0.895265781625759	1.2303878063774	0.888694553219793	0.885800770605129	0.908909198497506	0.929015825298306	1.10807346033786	1.13978987831185	1.04427256080092	1.25507154532312	0.924243134175158	0.902351470226373	0.832167182821954	1.16739416445638	0.959913147299221
ES2787	Trauma	Control	0.976415101	0.606947043428351	0.69101095676006	1.0933703042153	1.05486755039782	1.1159646380194	0.960133269937852	0.960190804401872	0.964001852339944	1.11128560550513	1.18485106967728	0.860359672307828	0.874164318532852	0.899206424812157	0.84830758654964	1.13136018600801	0.934503798223978	0.883135695670392
ES3354	Trauma	Control	1.034645345	1.47785302884981	1.07979765830436	1.10384367481263	1.08567430569387	1.09883793326451	0.93412495461222	1.28519076513988	1.18881161486491	0.744760661301884	1.05343517278024	1.00262652740712	1.04241444637912	1.08901544480402	1.00948205332696	0.820708608335642	1.03258288184988	1.08027316419666
ES2936	Secondary_bacterial_infection	Case	0.910025184	0.874813857257992	0.847229126609297	0.79330244976133	0.904247441206725	0.743634334538984	0.922582200262971	0.940236383892809	0.933886062085953	0.878873748642608	0.540325189605936	0.77375870985988	0.902640796657328	0.915308949424208	0.816891305893756	1.13633042316885	0.737323007578039	0.955509344755864
ES2756	Malnutrition	Control	0.94083209	1.38730067814979	1.04846091439877	0.823656326449516	0.982003833183707	0.883301777092868	0.890373409290813	0.934250660840172	1.02499821859362	0.728800868185798	1.00696360614103	1.05578955019875	0.79540276930931	0.958025044075941	1.00098558265868	0.919280028877345	1.16086422398602	0.774397560900747
ES2930	Otostrongylis	Case	0.953126533	1.41394985390223	1.24599198474441	0.922031422396672	0.802293724352925	1.13353985437745	0.74183197235183	0.996309507805096	1.03247922387995	1.14104835130884	1.06780230308563	0.992221384422	0.959878630119441	0.751307352546249	1.12617438130826	0.705271748576021	1.05820423228196	0.956025872098506
ES2558	Malnutrition	Control	1.021265746	1.10259842946103	1.09967440894458	1.11198066387243	1.03129881140352	0.982578895401347	1.17201049688003	0.766090618605738	0.793066786366143	0.966468488137066	1.27849133693887	0.927611456884397	0.868523206485073	1.1032087703343	1.12785021227531	1.18746024063961	1.00643389089827	0.989397662347965
ES2557	Secondary_bacterial_infection	Case	0.973218194	0.62462135084236	0.930018576745445	0.951451676019638	1.10101389633033	0.826576409336822	0.928057725140975	0.989362613022516	0.893172870830484	1.2128055471046	0.909645718244789	1.17404742428992	1.05246711329845	0.851518708102553	0.765240947961363	0.829806347621476	1.11098398536847	0.995230286899399
